Index,Modification,Speaker,Start Time,End Time,Script
706,인식결과,4,5379870,5391390,정말 노무현 대통령님 탄핵이 생각났어요. 당시 상황과 굉장히 유사합니다. 그런데 지금 민주당이 그 위기의 민주주의를 호소할 상황은 전 아니라고 생각해요.
706,수정결과,D,5379870,5391390,정말 노무현 대통령님 탄핵이 생각났어요. 당시 상황과 굉장히 유사합니다. 그런데 지금 민주당이 그 위기의 민주주의를 호소할 상황은 전 아니라고 생각해요.
707,인식결과,7,5391880,5392490,응
707,수정결과,G,5391880,5392490,응
708,인식결과,4,5392530,5400540,국민들이 압도적 권력 몰아줬지 않습니까 대통령 만들어주고 지방 권력 주고 180석 국회 주고 그랬는데 그동안 뭐 했냐 이거예요.
708,수정결과,D,5392530,5400540,국민들이 압도적 권력 몰아줬지 않습니까 대통령 만들어주고 지방 권력 주고 180석 국회 주고 그랬는데 그동안 뭐 했냐 이거예요.
709,인식결과,4,5400830,5411169,그래서 내로남불 정치하고 무능하고 또 오만한 데 대한 지금 심판의 분위기가 형성돼 있는 건데 거기에다가 위기의 민주주의를 호소하는 건 저 아니라고 보고
709,수정결과,D,5400830,5411169,그래서 내로남불 정치하고 무능하고 또 오만한 데 대한 지금 심판의 분위기가 형성돼 있는 건데 거기에다가 위기의 민주주의를 호소하는 건 저 아니라고 보고
710,인식결과,4,5411169,5420750,저는 탄핵에 앞장섰던 사람입니다. 수구세력은 퇴출돼야 된다 이렇게 시종일관 입장을 갖고 있는데 그 탄핵 세력을 누가 부활시켰냔 말이에요.
710,수정결과,D,5411169,5420750,저는 탄핵에 앞장섰던 사람입니다. 수구세력은 퇴출돼야 된다 이렇게 시종일관 입장을 갖고 있는데 그 탄핵 세력을 누가 부활시켰냔 말이에요.
711,인식결과,4,5420830,5430440,솔직한 말로 여기 우리 윤 후보님 계신데 슬로건이 국민이 키운 윤석열이신데 제가 보기에는 민주당이 키운 윤석열이 아닌가 어떻게 생각하세요.
711,수정결과,D,5420830,5430440,솔직한 말로 여기 우리 윤 후보님 계신데 슬로건이 국민이 키운 윤석열이신데 제가 보기에는 민주당이 키운 윤석열이 아닌가 어떻게 생각하세요.
712,인식결과,2,5430780,5436990,우리 심 후보님 지적이 정말 가슴 아픕니다. 정말 가슴 콕콕 찌르는 것 같은데요.
712,수정결과,B,5430780,5436990,우리 심 후보님 지적이 정말 가슴 아픕니다. 정말 가슴 콕콕 찌르는 것 같은데요.
713,인식결과,2,5437080,5447440,지적이 대체적으로 제가 동의합니다. 부족했고 오만했고 그래서 지금 대가를 치르고 있는 것이고 또 성찰하고 사과드리고 있다는 말씀을 먼저 하나 드리고요
713,수정결과,B,5437080,5447440,지적이 대체적으로 제가 동의합니다. 부족했고 오만했고 그래서 지금 대가를 치르고 있는 것이고 또 성찰하고 사과드리고 있다는 말씀을 먼저 하나 드리고요
714,인식결과,2,5448229,5458169,심 후보님 그래서 제가 드리는 말씀입니다 가능하면 저는 그 위성정당은 정말 그때 저도 반대했잖아요. 대놓고 반대하다가 사실 당내에서도 입장이 난처했는데
714,수정결과,B,5448229,5458169,심 후보님 그래서 제가 드리는 말씀입니다 가능하면 저는 그 위성정당은 정말 그때 저도 반대했잖아요. 대놓고 반대하다가 사실 당내에서도 입장이 난처했는데
715,인식결과,2,5458169,5467990,그런데 저는 개인적으로 정말 가슴 아팠어요. 오랜만에 만든 정치개혁 성과를 이런 식으로 하고 앞으로는 좀 그러지 않는 길로 가자
715,수정결과,B,5458169,5467990,그런데 저는 개인적으로 정말 가슴 아팠어요. 오랜만에 만든 정치개혁 성과를 이런 식으로 하고 앞으로는 좀 그러지 않는 길로 가자
716,인식결과,4,5467979,5478060,저는 20년 동안 정치를 바꾸려고 정말 온갖 노력하고 좌절하고 그래 왔던 사람입니다. 그래서
716,수정결과,D,5467979,5478060,저는 20년 동안 정치를 바꾸려고 정말 온갖 노력하고 좌절하고 그래 왔던 사람입니다. 그래서
717,인식결과,4,5478060,5491160,아마 우리 이재명 후보님보다 이게 얼마나 어려운 일인지를 더 잘 알고 이제 말씀을 드리는 거예요. 그렇겠죠. 네 그 점을 잘 고려하시고요 근데 이제 제가 아까 이어서 말씀드리면 집권여당 대표가 그런 말씀을 이재명 후보가 당선돼도 정권교체다
717,수정결과,D,5478060,5491160,아마 우리 이재명 후보님보다 이게 얼마나 어려운 일인지를 더 잘 알고 이제 말씀을 드리는 거예요. 그렇겠죠. 네 그 점을 잘 고려하시고요 근데 이제 제가 아까 이어서 말씀드리면 집권여당 대표가 그런 말씀을 이재명 후보가 당선돼도 정권교체다
718,인식결과,4,5491160,5497680,이재명 후보도 탄압받았다. 제가 그때 굉장히 좀 많이 놀랐거든요.
718,수정결과,D,5491160,5497680,이재명 후보도 탄압받았다. 제가 그때 굉장히 좀 많이 놀랐거든요.
719,인식결과,4,5497680,5502640,그러니까 집권당이 권력을 줘서
719,수정결과,D,5497680,5502640,그러니까 집권당이 권력을 줘서
720,인식결과,7,5502730,5503240,
720,수정결과,G,5502730,5503240,
721,인식결과,4,5503380,5509690,실패를 했으면 정말 책임지고 심판받을 각오로 성찰하는 각오로 이렇게 임해야 되는데
721,수정결과,D,5503380,5509690,실패를 했으면 정말 책임지고 심판받을 각오로 성찰하는 각오로 이렇게 임해야 되는데
722,인식결과,4,5510230,5519190,이건 우리도 정권교체다 이렇게 이야기하면 그건 국민들을 굉장히 무시하는 거다. 그런 말씀 드리고요 제가 이제 우리 정치에서 가장 크게 문제를 생각하는 게 뭐냐
722,수정결과,D,5510230,5519190,이건 우리도 정권교체다 이렇게 이야기하면 그건 국민들을 굉장히 무시하는 거다. 그런 말씀 드리고요 제가 이제 우리 정치에서 가장 크게 문제를 생각하는 게 뭐냐
723,인식결과,4,5519230,5527990,지금 87년 이후에 선관위에 등록된 정당만 120개입니다 한 정당 평균 수명이 2.5년이에요.
723,수정결과,D,5519230,5527990,지금 87년 이후에 선관위에 등록된 정당만 120개입니다 한 정당 평균 수명이 2.5년이에요.
724,인식결과,4,5528230,5534990,지금 지금 원내 정당들 중에서 가장 오래된 정당이 정의당입니다. 그러니까
724,수정결과,D,5528230,5534990,지금 지금 원내 정당들 중에서 가장 오래된 정당이 정의당입니다. 그러니까
725,인식결과,4,5535080,5546990,어 권력 주면은 잘못해가지고 국민들의 불신 받으면 이제 색깔 바꾸고 통합하고 그런 거예요. 영업정지 받은 그런 그 가게가 이름 바꿔서 다시 영업 재개하는 거 똑같아요.
725,수정결과,D,5535080,5546990,어 권력 주면은 잘못해가지고 국민들의 불신 받으면 이제 색깔 바꾸고 통합하고 그런 거예요. 영업정지 받은 그런 그 가게가 이름 바꿔서 다시 영업 재개하는 거 똑같아요.
726,인식결과,4,5548380,5556740,비대위원장 선대위원장 양당이 다 공이 같이 쓰고 그다음에 대표도 왔다. 갔다 하고 이 자리에서 솔직히 저 빼고 다 메이드 민주당 아닙니까
726,수정결과,D,5548380,5556740,비대위원장 선대위원장 양당이 다 공이 같이 쓰고 그다음에 대표도 왔다. 갔다 하고 이 자리에서 솔직히 저 빼고 다 메이드 민주당 아닙니까
727,인식결과,4,5556930,5560540,저는 이런 양당 체제는 한계에 왔다고 생각해요.
727,수정결과,D,5556930,5560540,저는 이런 양당 체제는 한계에 왔다고 생각해요.
728,인식결과,4,5560930,5568380,이제는 한계에 왔다. 양당 체제는 지금 투표자 절반의 사표로 연명되고 있는 당이다. 그렇게 생각합니다.
728,수정결과,D,5560930,5568380,이제는 한계에 왔다. 양당 체제는 지금 투표자 절반의 사표로 연명되고 있는 당이다. 그렇게 생각합니다.
729,인식결과,2,5568380,5569880,
729,수정결과,B,5568380,5569880,
730,인식결과,4,5569880,5578290,보수당도 성장할 수 있고 집권할 수 있는 게 민주주의고 그리고 수많은 비주류 시민들의 목소리가 반영되는 게 민주주의거든요.
730,수정결과,D,5569880,5578290,보수당도 성장할 수 있고 집권할 수 있는 게 민주주의고 그리고 수많은 비주류 시민들의 목소리가 반영되는 게 민주주의거든요.
731,인식결과,4,5578529,5584049,그래서 저는 결론이 뭐냐 양당 체제 양당이 정권 잡아서
731,수정결과,D,5578529,5584049,그래서 저는 결론이 뭐냐 양당 체제 양당이 정권 잡아서
732,인식결과,4,5584049,5595850,정치교체가 가능한가에 대해서 굉장히 회의적입니다. 그래서 국민들께서 결단해 주십사 하는 그런 말씀을 드리고요 제가 아까 말씀을 우리 의지를 많이 말씀해 주셨기 때문에 다시 묻지 않겠습니다.
732,수정결과,D,5584049,5595850,정치교체가 가능한가에 대해서 굉장히 회의적입니다. 그래서 국민들께서 결단해 주십사 하는 그런 말씀을 드리고요 제가 아까 말씀을 우리 의지를 많이 말씀해 주셨기 때문에 다시 묻지 않겠습니다.
733,인식결과,4,5595930,5604140,그리고 우리 윤 후보님이 박근혜 씨가 얼마 전에 나오셨어요.
733,수정결과,D,5595930,5604140,그리고 우리 윤 후보님이 박근혜 씨가 얼마 전에 나오셨어요.
734,인식결과,7,5604330,5605140,그래서
734,수정결과,G,5604330,5605140,그래서
735,인식결과,4,5605140,5608840,한마디로 말하면 부당한 정치 탄압 받았다. 이렇게 이야기를 했거든요.
735,수정결과,D,5605140,5608840,한마디로 말하면 부당한 정치 탄압 받았다. 이렇게 이야기를 했거든요.
736,인식결과,4,5609080,5617290,결론적으로 박근혜 씨는 국정농단 중범죄자입니까 아니면 부당한 정치탄압입니까 어떻습니까
736,수정결과,D,5609080,5617290,결론적으로 박근혜 씨는 국정농단 중범죄자입니까 아니면 부당한 정치탄압입니까 어떻습니까
737,인식결과,3,5617580,5620590,저는 검사로서 제가
737,수정결과,C,5617580,5620590,저는 검사로서 제가
738,인식결과,3,5621380,5632240,맡은 일을 한 것이고 거기에 대한 평가를 다른 분들이 어떻게 하신다고 해도 검사는 공소장으로 말하지 그 이외에
738,수정결과,C,5621380,5632240,맡은 일을 한 것이고 거기에 대한 평가를 다른 분들이 어떻게 하신다고 해도 검사는 공소장으로 말하지 그 이외에
739,인식결과,4,5632240,5633740,대통령 후보께 여쭤봤어요.
739,수정결과,D,5632240,5633740,대통령 후보께 여쭤봤어요.
740,인식결과,3,5633740,5641940,생각합니다. 제가 처리했던 일이기 때문에 지금 제가 아무리 정치에 발을 디뎠다고 해도
740,수정결과,C,5633740,5641940,생각합니다. 제가 처리했던 일이기 때문에 지금 제가 아무리 정치에 발을 디뎠다고 해도
741,인식결과,3,5642030,5650190,제가 처리한 사건과 관련해서 이러고 저러고 하는 정치적 평가하는 것은 저는
741,수정결과,C,5642030,5650190,제가 처리한 사건과 관련해서 이러고 저러고 하는 정치적 평가하는 것은 저는
742,인식결과,7,5650580,5651580,이거 박
742,수정결과,G,5650580,5651580,이거 박
743,인식결과,4,5651580,5666540,씨는 헌재로부터 국민의 신임을 배반한 중대한 법 위반으로 판정됐고 또 직접 수사하셨잖아요. 20년 실형을 받았는데 법적으로 판결 난 것을 그렇게 말씀을 못하고 쩔쩔 매시면서
743,수정결과,D,5651580,5666540,씨는 헌재로부터 국민의 신임을 배반한 중대한 법 위반으로 판정됐고 또 직접 수사하셨잖아요. 20년 실형을 받았는데 법적으로 판결 난 것을 그렇게 말씀을 못하고 쩔쩔 매시면서
744,인식결과,3,5666540,5668540,쩔쩔 매는 게 아니고 저는
744,수정결과,C,5666540,5668540,쩔쩔 매는 게 아니고 저는
745,인식결과,4,5668540,5670540,눈치를 봐야지 박근혜 씨 눈치
745,수정결과,D,5668540,5670540,눈치를 봐야지 박근혜 씨 눈치
746,인식결과,3,5670540,5677080,아니 어떤 기소 대상자라 하더라도 이렇게 중형을 받고 고생
746,수정결과,C,5670540,5677080,아니 어떤 기소 대상자라 하더라도 이렇게 중형을 받고 고생
747,인식결과,4,5677080,5687080,제가 묻지 않았으니까 시간이 지금 없어 우리 이재명 후보님께 단도직입적으로 묻겠습니다. 이명박 전 대통령 사면하실 겁니까 안 하실 겁니까
747,수정결과,D,5677080,5687080,제가 묻지 않았으니까 시간이 지금 없어 우리 이재명 후보님께 단도직입적으로 묻겠습니다. 이명박 전 대통령 사면하실 겁니까 안 하실 겁니까
748,인식결과,2,5687080,5689340,저는 안 하는 게 맞다고 생각합니다.
748,수정결과,B,5687080,5689340,저는 안 하는 게 맞다고 생각합니다.
749,인식결과,1,5689340,5697340,심상정 후보의 주도권 토론 시간이 모두 끝났습니다. 자 이제 주도권 토론은 안철수 후보만 남아 있습니다. 안철수 후보 시작해 주시죠
749,수정결과,A,5689340,5697340,심상정 후보의 주도권 토론 시간이 모두 끝났습니다. 자 이제 주도권 토론은 안철수 후보만 남아 있습니다. 안철수 후보 시작해 주시죠
750,인식결과,6,5697630,5704590,이재명 후보께 묻겠습니다. 공수처 자기 역할 기능 잘하고 있다고 생각하십니까
750,수정결과,F,5697630,5704590,이재명 후보께 묻겠습니다. 공수처 자기 역할 기능 잘하고 있다고 생각하십니까
751,인식결과,2,5705630,5713990,공수처는 정말 우리 국민들의 꿈 또 기대를 가지고 만들어졌는데 지금은 매우 부족하다는 생각을 첫 번째로 하고 있습니다.
751,수정결과,B,5705630,5713990,공수처는 정말 우리 국민들의 꿈 또 기대를 가지고 만들어졌는데 지금은 매우 부족하다는 생각을 첫 번째로 하고 있습니다.
752,인식결과,2,5714830,5725240,그렇긴 하지만 지금 검찰을 수사할 조직이 사실 없습니다. 그런 측면에서는 부족하더라도 앞으로 역량도 좀 키워가고
752,수정결과,B,5714830,5725240,그렇긴 하지만 지금 검찰을 수사할 조직이 사실 없습니다. 그런 측면에서는 부족하더라도 앞으로 역량도 좀 키워가고
753,인식결과,2,5725680,5735580,그렇게 해서 좀 재기능을 하게 하는 것이 일이지 지금 상태로 우리 윤 후보님 말씀하시는 것처럼 거기에 어떤 메스를 대는 것은 적절치 않다고 생각됩니다.
753,수정결과,B,5725680,5735580,그렇게 해서 좀 재기능을 하게 하는 것이 일이지 지금 상태로 우리 윤 후보님 말씀하시는 것처럼 거기에 어떤 메스를 대는 것은 적절치 않다고 생각됩니다.
754,인식결과,6,5735580,5749399,지금 저기 보면 최근에 이제 정치인 언론인들에 대한 통신사찰 그리고 정말 실망스러운 수사 능력 이 정도 가지고는 제대로 기능을 할 수가 저는 없다고 판단이 됩니다.
754,수정결과,F,5735580,5749399,지금 저기 보면 최근에 이제 정치인 언론인들에 대한 통신사찰 그리고 정말 실망스러운 수사 능력 이 정도 가지고는 제대로 기능을 할 수가 저는 없다고 판단이 됩니다.
755,인식결과,6,5749399,5759160,그래서 사실 저는 모든 부분에 대해서 지금 현재 공수처의 그런 실력은 빵점이다. 저는 그렇게 생각을 합니다. 그래서
755,수정결과,F,5749399,5759160,그래서 사실 저는 모든 부분에 대해서 지금 현재 공수처의 그런 실력은 빵점이다. 저는 그렇게 생각을 합니다. 그래서
756,인식결과,6,5759160,5766140,저는 개인적으로 공수처는 폐지하는 것이 맞다 이런 의견을 가지고 있는데 이 후보께서는
756,수정결과,F,5759160,5766140,저는 개인적으로 공수처는 폐지하는 것이 맞다 이런 의견을 가지고 있는데 이 후보께서는
757,인식결과,6,5766230,5769230,이 문제에 대해서 어떻게 생각하십니까
757,수정결과,F,5766230,5769230,이 문제에 대해서 어떻게 생각하십니까
758,인식결과,2,5769230,5771230,말씀 미리 드린 것처럼
758,수정결과,B,5769230,5771230,말씀 미리 드린 것처럼
759,인식결과,6,5771230,5777730,죄송합니다. 윤 후보께 대해서 물었습니다. 이 후보께는 이미 말씀을 드렸으니까요. 맞습니다.
759,수정결과,F,5771230,5777730,죄송합니다. 윤 후보께 대해서 물었습니다. 이 후보께는 이미 말씀을 드렸으니까요. 맞습니다.
760,인식결과,3,5777729,5787870,저는 뭐 검찰총장 인사청문회 때부터 공수처가 우리나라의 공직 사정 역량을 강화시키는
760,수정결과,C,5777729,5787870,저는 뭐 검찰총장 인사청문회 때부터 공수처가 우리나라의 공직 사정 역량을 강화시키는
761,인식결과,3,5787870,5796310,취지라면 나는 찬성한다 이렇게 얘기를 했는데요. 저도 우리 안 후보님과 마찬가지로 하는 거 보니까 참 일단 실력이 없고
761,수정결과,C,5787870,5796310,취지라면 나는 찬성한다 이렇게 얘기를 했는데요. 저도 우리 안 후보님과 마찬가지로 하는 거 보니까 참 일단 실력이 없고
762,인식결과,3,5796310,5809669,그리고 실력이 없다. 보니까 뭐 어떻게 해야 되는지도 모르는 것 같고 그래서 이런 통신 사찰이니 이런 것들을 하면 안 되는 건지 어떤 건지 조차도 모르고 이런 것이 아니냐 그래서 저도
762,수정결과,C,5796310,5809669,그리고 실력이 없다. 보니까 뭐 어떻게 해야 되는지도 모르는 것 같고 그래서 이런 통신 사찰이니 이런 것들을 하면 안 되는 건지 어떤 건지 조차도 모르고 이런 것이 아니냐 그래서 저도
763,인식결과,3,5809669,5817689,좀 고칠 만큼 한번 고쳐보고 그래도 안 되면 폐지 수순으로 갈 수밖에 없지 않느냐 이런 생각을 하고 있습니다.
763,수정결과,C,5809669,5817689,좀 고칠 만큼 한번 고쳐보고 그래도 안 되면 폐지 수순으로 갈 수밖에 없지 않느냐 이런 생각을 하고 있습니다.
764,인식결과,6,5817689,5825970,지금 윤 후보 말씀대로 어떻게 보면 이것도 하나의 일종의 권력의 사유화라고 저는 생각을 하고 있는데
764,수정결과,F,5817689,5825970,지금 윤 후보 말씀대로 어떻게 보면 이것도 하나의 일종의 권력의 사유화라고 저는 생각을 하고 있는데
765,인식결과,6,5825970,5833709,지금 만약에 이런 권한에 대한 어떤 축소라든지 또는 폐지는 지금 현재 거대 야당의
765,수정결과,F,5825970,5833709,지금 만약에 이런 권한에 대한 어떤 축소라든지 또는 폐지는 지금 현재 거대 야당의
766,인식결과,6,5833709,5841790,승인을 받아야 되는 것 아니겠습니까 혹시 그러면 이 공수처를 없앤다고 했을 때 그것에 대한 보안이 있으신지요.
766,수정결과,F,5833709,5841790,승인을 받아야 되는 것 아니겠습니까 혹시 그러면 이 공수처를 없앤다고 했을 때 그것에 대한 보안이 있으신지요.
767,인식결과,3,5842629,5850709,아니 저는 그래서 일단 공수처가 정치권력하고 너무 유착됐기 때문에 이렇게 탈선을 한 거라서
767,수정결과,C,5842629,5850709,아니 저는 그래서 일단 공수처가 정치권력하고 너무 유착됐기 때문에 이렇게 탈선을 한 거라서
768,인식결과,3,5850709,5859870,제가 정부를 맡게 되면 선을 분명하게 그 것이고 그리고 공수처든 검찰이든 경찰이든 3자 상호 간에
768,수정결과,C,5850709,5859870,제가 정부를 맡게 되면 선을 분명하게 그 것이고 그리고 공수처든 검찰이든 경찰이든 3자 상호 간에
769,인식결과,3,5859870,5871390,서로의 수사 과정에서의 불법과 권력 남용에 대해서 서로 수사하고 견제할 수 있게끔 그렇게 하는 것이 먼저 우선이라고 생각하고요
769,수정결과,C,5859870,5871390,서로의 수사 과정에서의 불법과 권력 남용에 대해서 서로 수사하고 견제할 수 있게끔 그렇게 하는 것이 먼저 우선이라고 생각하고요
770,인식결과,3,5871530,5874330,그리고 제가 볼 때는
770,수정결과,C,5871530,5874330,그리고 제가 볼 때는
771,인식결과,6,5874330,5888590,지금 저 30초 정도 지났습니다만 지금 그러면 지금 현재 현행 법안들이 이렇게 마련이 돼 있는데 그 안에서 어떤 운용할 수 있는 묘가 있다고 생각하시는 겁니까
771,수정결과,F,5874330,5888590,지금 저 30초 정도 지났습니다만 지금 그러면 지금 현재 현행 법안들이 이렇게 마련이 돼 있는데 그 안에서 어떤 운용할 수 있는 묘가 있다고 생각하시는 겁니까
772,인식결과,3,5888630,5902740,아니 저는 정권이 바뀌면 지금 거대 야당도 공수처가 잘못하면 또 자기들에게 또 공격을 할 수가 있기 때문에 공수처를 합당하게 개편하는 것에 대해서는 반대 안 할 거라고 생각합니다.
772,수정결과,C,5888630,5902740,아니 저는 정권이 바뀌면 지금 거대 야당도 공수처가 잘못하면 또 자기들에게 또 공격을 할 수가 있기 때문에 공수처를 합당하게 개편하는 것에 대해서는 반대 안 할 거라고 생각합니다.
773,인식결과,6,5903279,5913479,행정부가 어떻게 돌아가는지를 아시면 사실은 해법은 간단합니다. 사실 국회에서 예산은 배정하지만
773,수정결과,F,5903279,5913479,행정부가 어떻게 돌아가는지를 아시면 사실은 해법은 간단합니다. 사실 국회에서 예산은 배정하지만
774,인식결과,6,5913479,5924600,집행은 행정부가 합니다. 그래서 예를 들자면 이 공수처에 대해서 인건비를 최소한으로 배정을 하는 겁니다. 그건 할 수가 있습니다. 그렇게 되면
774,수정결과,F,5913479,5924600,집행은 행정부가 합니다. 그래서 예를 들자면 이 공수처에 대해서 인건비를 최소한으로 배정을 하는 겁니다. 그건 할 수가 있습니다. 그렇게 되면
775,인식결과,6,5924600,5939020,사실상 공수처가 수사 기능을 작동하지 못하도록 할 수 있는 겁니다. 저는 이게 가장 간단한 그런 방법이고 이런 상황에서 민주당과 함께 협의를 해서 이것을 폐지하는 것이 그것이
775,수정결과,F,5924600,5939020,사실상 공수처가 수사 기능을 작동하지 못하도록 할 수 있는 겁니다. 저는 이게 가장 간단한 그런 방법이고 이런 상황에서 민주당과 함께 협의를 해서 이것을 폐지하는 것이 그것이
776,인식결과,6,5939020,5945640,올바른 수순이다. 그것이 정답이다. 저는 그렇게 생각을 하고 있습니다.
776,수정결과,F,5939020,5945640,올바른 수순이다. 그것이 정답이다. 저는 그렇게 생각을 하고 있습니다.
777,인식결과,6,5946480,5952840,제가 또 한 번 더 다른 분야 이재명 후보께 묻겠습니다.
777,수정결과,F,5946480,5952840,제가 또 한 번 더 다른 분야 이재명 후보께 묻겠습니다.
778,인식결과,6,5953879,5962560,저는 이재명 후보께서도 그러셨죠. 한국 정치에서 가장 큰 문제가 사실 진영 문제 아닙니까
778,수정결과,F,5953879,5962560,저는 이재명 후보께서도 그러셨죠. 한국 정치에서 가장 큰 문제가 사실 진영 문제 아닙니까
779,인식결과,6,5962560,5972140,거기에 대해서도 본인도 피해를 입었다고 이제 말씀을 하셨습니다마는 그게 가장 적나라하게 드러나는 것이
779,수정결과,F,5962560,5972140,거기에 대해서도 본인도 피해를 입었다고 이제 말씀을 하셨습니다마는 그게 가장 적나라하게 드러나는 것이
780,인식결과,6,5972140,5980600,바로 상대방에 대한 증오와 배제의 감정입니다. 이건 이성적인 어떤 그런 이유가 있는 것이 아닙니다.
780,수정결과,F,5972140,5980600,바로 상대방에 대한 증오와 배제의 감정입니다. 이건 이성적인 어떤 그런 이유가 있는 것이 아닙니다.
781,인식결과,6,5980730,5995090,그런데 그러다 보니까 또 수사기관들은 또 거기에 알아서 그것에 따라서 정치 보복으로 스스로 이렇게 만들지 않습니까 이것이 이제 악순환의 반복인데
781,수정결과,F,5980730,5995090,그런데 그러다 보니까 또 수사기관들은 또 거기에 알아서 그것에 따라서 정치 보복으로 스스로 이렇게 만들지 않습니까 이것이 이제 악순환의 반복인데
782,인식결과,6,5995229,6008109,저는 앞으로 정말 불법에 대해서는 모든 사람은 법 앞에 평등해야 된다 그 원칙은 대한민국에서 민주주의 사회에서 절대로 지켜야 하지만
782,수정결과,F,5995229,6008109,저는 앞으로 정말 불법에 대해서는 모든 사람은 법 앞에 평등해야 된다 그 원칙은 대한민국에서 민주주의 사회에서 절대로 지켜야 하지만
783,인식결과,6,6008109,6013490,정치 보복에 대해서는 다음 대통령은 누가 되더라도 해서는 안 된다
783,수정결과,F,6008109,6013490,정치 보복에 대해서는 다음 대통령은 누가 되더라도 해서는 안 된다
784,인식결과,6,6013530,6019290,저는 그런 신념을 가지고 있습니다. 거기에 대해서는 어떻게 생각하십니까
784,수정결과,F,6013530,6019290,저는 그런 신념을 가지고 있습니다. 거기에 대해서는 어떻게 생각하십니까
785,인식결과,2,6019480,6025190,전적으로 공감합니다. 있는 죄를 덮자는 게 아니고
785,수정결과,B,6019480,6025190,전적으로 공감합니다. 있는 죄를 덮자는 게 아니고
786,인식결과,2,6026480,6031840,정치적 목표를 정한 다음에 특정 부문을 먼지 털듯이 기획 사정해서
786,수정결과,B,6026480,6031840,정치적 목표를 정한 다음에 특정 부문을 먼지 털듯이 기획 사정해서
787,인식결과,2,6032230,6037090,작은 거 키우고 없는 거 만들고 이런 정치 보복하면 절대 안 된다는 것이고요
787,수정결과,B,6032230,6037090,작은 거 키우고 없는 거 만들고 이런 정치 보복하면 절대 안 된다는 것이고요
788,인식결과,2,6037830,6049640,아 우리 정치사가 가장 불행해진 것이 바로 이 정치 보복 때문인데 정말 우리 윤석열 후보님 정치 보복 냄새라는 말씀을 좀 덜 해 주시면 정말 좋겠다. 그런 생각이 듭니다.
788,수정결과,B,6037830,6049640,아 우리 정치사가 가장 불행해진 것이 바로 이 정치 보복 때문인데 정말 우리 윤석열 후보님 정치 보복 냄새라는 말씀을 좀 덜 해 주시면 정말 좋겠다. 그런 생각이 듭니다.
789,인식결과,3,6049640,6050640,은 사전에 없다고
789,수정결과,C,6049640,6050640,은 사전에 없다고
790,인식결과,6,6050640,6058490,그러면 또 께 묻겠습니다. 윤 후보께서는 이런 정치보복 하지 않으시겠습니까
790,수정결과,F,6050640,6058490,그러면 또 께 묻겠습니다. 윤 후보께서는 이런 정치보복 하지 않으시겠습니까
791,인식결과,3,6059680,6070330,보복하면 제가 여러 번 말씀드렸는데 보복을 하면 국민들이 가만히 놔두겠습니까 결국은 공정한 시스템에 의해서 처리가 돼야죠
791,수정결과,C,6059680,6070330,보복하면 제가 여러 번 말씀드렸는데 보복을 하면 국민들이 가만히 놔두겠습니까 결국은 공정한 시스템에 의해서 처리가 돼야죠
792,인식결과,6,6070330,6076540,그럼 이제 남은 심상정 후보께서는 정치 보복 또 어떻게 생각하십니까
792,수정결과,F,6070330,6076540,그럼 이제 남은 심상정 후보께서는 정치 보복 또 어떻게 생각하십니까
793,인식결과,4,6077280,6079940,정치 보복은
793,수정결과,D,6077280,6079940,정치 보복은
794,인식결과,4,6080180,6090000,그거는 민주주의를 위협하는 행동이라고 생각합니다. 정치보복은 그러면 사법적 시스템도 다 무력화되는 것이고
794,수정결과,D,6080180,6090000,그거는 민주주의를 위협하는 행동이라고 생각합니다. 정치보복은 그러면 사법적 시스템도 다 무력화되는 것이고
795,인식결과,4,6090000,6095540,또 국민이 검증하는 체제도 다 벗어나서 일종의
795,수정결과,D,6090000,6095540,또 국민이 검증하는 체제도 다 벗어나서 일종의
796,인식결과,4,6095540,6109200,폭력적인 그런 독재를 하겠다는 것과 다름 아니기 때문에 그것은 헌정질서를 유린한 그런 대통령으로 국민들로부터 응징받을 거라고 저는 생각합니다.
796,수정결과,D,6095540,6109200,폭력적인 그런 독재를 하겠다는 것과 다름 아니기 때문에 그것은 헌정질서를 유린한 그런 대통령으로 국민들로부터 응징받을 거라고 저는 생각합니다.
797,인식결과,6,6109189,6122569,지금 말씀을 들어보니까 사실 이 부분에 대해서는 저 포함한 4명의 후보들이 모두 다 정치 보복은 있어서는 안 된다 거기에 대해서는 뜻을 모두 다 같이 하는 것 같습니다.
797,수정결과,F,6109189,6122569,지금 말씀을 들어보니까 사실 이 부분에 대해서는 저 포함한 4명의 후보들이 모두 다 정치 보복은 있어서는 안 된다 거기에 대해서는 뜻을 모두 다 같이 하는 것 같습니다.
798,인식결과,6,6122569,6133589,그럼 사실 이 문제에 대해서는 정치 보복 대국민 선언을 저는 함께 할 수 있다고 생각하는데 다들 어떻게 생각하시는지요.
798,수정결과,F,6122569,6133589,그럼 사실 이 문제에 대해서는 정치 보복 대국민 선언을 저는 함께 할 수 있다고 생각하는데 다들 어떻게 생각하시는지요.
799,인식결과,2,6134280,6136280,너무 당연한 말씀이라서
799,수정결과,B,6134280,6136280,너무 당연한 말씀이라서
800,인식결과,3,6136280,6150940,저도 그렇습니다. 그게 뭐 우리 헌법의 자유민주주의 기본 원칙인데 그걸 뭐 선언까지 해야 되는지 뭐 하면 또 뭐 나쁠 거 없겠습니다마는 하여튼
